transaction_id,customer_id,product_id,transaction_date,online_order,order_status
4848,1783,66,4/10/17,False,Approved
4849,1336,82,5/17/17,True,Approved
4850,1806,98,1/15/17,False,Approved
4851,2747,94,8/11/17,False,Approved
4852,1762,13,1/29/17,True,Cancelled
4853,1722,24,2/16/17,False,Approved
4854,2705,82,3/19/17,True,Approved
4855,3320,0,2/16/17,True,Approved
4856,2418,68,12/28/17,True,Approved
4857,2601,70,11/21/17,True,Approved
4858,2761,46,5/18/17,False,Approved
4859,608,11,1/3/17,False,Approved
4860,2964,25,7/15/17,False,Approved
4861,528,15,2/12/17,True,Approved
4862,2324,42,10/13/17,False,Approved
4863,1934,62,4/22/17,True,Approved
4864,512,25,2/5/17,True,Approved
4865,3389,18,7/2/17,True,Approved
4866,490,91,7/1/17,False,Approved
4867,921,39,6/15/17,,Approved
4868,897,66,1/19/17,True,Approved
4869,2200,74,8/14/17,False,Cancelled
4870,377,12,2/8/17,False,Approved
4871,3342,36,1/12/17,True,Approved
4872,350,97,7/7/17,False,Approved
4873,877,74,4/6/17,False,Approved
4874,776,0,6/23/17,False,Approved
4875,1483,64,2/4/17,False,Approved
4876,2055,33,9/16/17,False,Approved
4877,98,36,5/7/17,True,Approved
4878,2169,36,7/27/17,True,Approved
4879,916,10,8/19/17,False,Approved
4880,405,58,8/15/17,True,Approved
4881,2762,39,11/5/17,False,Approved
4882,635,28,11/21/17,False,Approved
4883,2840,36,2/13/17,True,Approved
4884,1717,35,7/2/17,True,Approved
4885,446,27,2/19/17,True,Approved
4886,765,5,5/25/17,False,Approved
4887,2011,62,2/18/17,True,Approved
4888,2432,65,9/1/17,True,Approved
4889,590,11,2/19/17,,Approved
4890,3095,81,7/31/17,True,Approved
4891,1169,91,4/22/17,False,Approved
4892,81,0,12/26/17,False,Approved
4893,477,35,9/2/17,True,Approved
4894,2617,40,5/4/17,True,Approved
4895,2185,52,3/18/17,True,Approved
4896,922,0,6/25/17,False,Approved
4897,1893,77,12/28/17,True,Approved
4898,2262,93,9/22/17,True,Approved
4899,3092,80,5/12/17,False,Approved
4900,50,66,7/24/17,False,Approved
4901,1033,57,12/16/17,True,Approved
4902,2858,3,8/18/17,False,Approved
4903,1502,82,12/4/17,False,Approved
4904,2051,44,6/4/17,True,Approved
4905,322,74,2/14/17,False,Approved
4906,1341,93,10/16/17,True,Approved
4907,2433,0,1/24/17,False,Approved
4908,3471,0,6/30/17,True,Approved
4909,1538,0,5/28/17,True,Approved
4910,637,25,11/6/17,False,Approved
4911,1406,0,3/3/17,False,Approved
4912,3131,56,11/26/17,False,Approved
4913,645,87,8/17/17,False,Approved
4914,1022,54,4/4/17,True,Approved
4915,144,39,6/18/17,True,Approved
4916,2691,77,9/2/17,False,Approved
4917,2446,80,9/19/17,True,Approved
4918,2182,89,8/2/17,False,Approved
4919,2592,78,11/23/17,True,Approved
4920,581,30,8/21/17,True,Approved
4921,490,96,3/8/17,False,Approved
4922,1563,55,8/4/17,True,Approved
4923,3227,51,12/27/17,False,Approved
4924,2039,35,6/14/17,False,Approved
4925,2018,20,3/24/17,False,Approved
4926,1651,2,3/27/17,False,Approved
4927,1566,49,10/5/17,False,Approved
4928,2295,33,7/29/17,False,Approved
4929,3176,80,6/30/17,True,Approved
4930,1993,35,10/17/17,False,Approved
4931,2451,21,1/29/17,False,Approved
4932,549,5,5/17/17,True,Approved
4933,1247,68,4/13/17,True,Approved
4934,151,48,5/17/17,False,Approved
4935,521,19,5/26/17,True,Approved
4936,2269,96,8/4/17,True,Approved
4937,1749,0,3/25/17,False,Approved
4938,78,95,6/1/17,True,Approved
4939,2788,75,5/10/17,True,Approved
4940,2592,88,11/17/17,False,Approved
4941,173,20,3/16/17,False,Approved
4942,3293,72,12/30/17,True,Approved
4943,1378,3,5/5/17,True,Approved
4944,2404,3,6/26/17,False,Approved
4945,2043,78,8/10/17,False,Approved
4946,850,94,5/18/17,True,Approved
4947,2920,65,4/19/17,True,Approved
4948,2596,37,10/19/17,True,Approved
4949,906,84,1/16/17,True,Approved
4950,3013,29,12/26/17,True,Approved
4951,1581,60,4/18/17,True,Approved
4952,833,77,2/28/17,False,Approved
4953,1805,56,2/3/17,True,Approved
4954,870,13,3/28/17,True,Approved
4955,2623,33,12/20/17,True,Approved
4956,2682,0,6/16/17,False,Approved
4957,3285,71,8/11/17,True,Cancelled
4958,2208,85,6/11/17,True,Approved
4959,2978,47,4/29/17,True,Approved
4960,1834,21,4/5/17,False,Approved
4961,2788,28,2/9/17,True,Approved
4962,3433,79,6/2/17,False,Approved
4963,531,0,4/21/17,True,Approved
4964,1524,27,10/9/17,False,Approved
4965,1770,76,1/15/17,False,Approved
4966,3202,86,11/20/17,False,Approved
4967,2217,0,8/16/17,True,Approved
4968,2992,3,1/8/17,False,Approved
4969,1462,90,5/13/17,False,Approved
4970,2060,95,5/6/17,True,Approved
4971,480,1,4/27/17,False,Approved
4972,1601,21,12/11/17,True,Approved
4973,810,60,6/10/17,True,Approved
4974,156,79,1/25/17,True,Approved
4975,176,71,7/8/17,True,Approved
4976,717,9,3/4/17,False,Approved
4977,2408,54,8/5/17,True,Approved
4978,686,17,1/23/17,False,Approved
4979,413,17,3/26/17,False,Approved
4980,1950,92,7/3/17,True,Approved
4981,786,68,1/21/17,False,Approved
4982,3417,29,8/8/17,False,Approved
4983,472,6,11/11/17,True,Approved
4984,928,0,4/8/17,False,Approved
4985,1731,36,3/8/17,False,Approved
4986,1163,0,10/27/17,True,Approved
4987,1914,42,10/30/17,True,Approved
4988,1562,48,8/5/17,True,Approved
4989,2237,51,7/30/17,True,Approved
4990,2753,12,5/27/17,False,Approved
4991,2202,64,10/21/17,False,Approved
4992,1000,49,10/4/17,True,Approved
4993,692,72,1/15/17,True,Approved
4994,1416,0,4/2/17,False,Approved
4995,1118,76,7/25/17,True,Approved
4996,946,12,12/28/17,True,Approved
4997,2441,6,12/2/17,False,Approved
4998,2057,73,7/10/17,True,Approved
4999,2522,5,6/25/17,False,Approved
5000,1916,19,3/7/17,True,Approved
5001,2703,28,12/11/17,False,Approved
5002,51,29,2/12/17,False,Approved
5003,80,23,6/3/17,True,Approved
5004,2046,3,9/24/17,False,Approved
5005,2140,87,7/17/17,False,Approved
5006,3256,74,10/2/17,False,Approved
5007,2616,0,4/17/17,True,Approved
5008,2267,66,4/6/17,True,Approved
5009,2679,0,8/22/17,False,Approved
5010,2460,0,10/12/17,False,Approved
5011,2507,56,1/22/17,False,Approved
5012,83,7,10/11/17,False,Approved
5013,3082,55,1/25/17,True,Approved
5014,2907,46,6/30/17,False,Approved
5015,1965,72,2/14/17,False,Approved
5016,2264,58,2/8/17,True,Approved
5017,2454,69,6/2/17,False,Approved
5018,1550,11,1/21/17,False,Approved
5019,3449,18,4/29/17,False,Approved
5020,908,2,11/30/17,True,Approved
5021,3295,43,1/14/17,False,Approved
5022,2449,89,6/8/17,,Approved
5023,2127,66,2/21/17,True,Approved
5024,2434,100,5/10/17,True,Approved
5025,1987,15,8/6/17,False,Approved
5026,901,57,5/16/17,True,Approved
5027,2413,62,6/16/17,False,Approved
5028,3498,83,7/25/17,True,Approved
5029,342,0,3/25/17,,Approved
5030,344,46,12/16/17,True,Approved
5031,2590,70,2/13/17,False,Approved
5032,1293,57,4/26/17,False,Approved
5033,862,86,11/6/17,False,Approved
5034,261,36,8/22/17,False,Approved
5035,1839,0,7/25/17,False,Approved
5036,3242,69,1/6/17,False,Approved
5037,2766,95,10/1/17,True,Approved
5038,1286,69,11/9/17,True,Approved
5039,577,39,5/13/17,True,Approved
5040,400,53,7/17/17,True,Approved
5041,2777,18,8/19/17,False,Approved
5042,1985,90,12/30/17,False,Approved
5043,1599,93,4/2/17,True,Approved
5044,2494,98,9/26/17,False,Approved
5045,1803,52,7/30/17,False,Approved
5046,1675,58,8/29/17,True,Approved
5047,1243,40,10/21/17,True,Cancelled
5048,1305,0,2/13/17,False,Approved
5049,3348,95,8/23/17,False,Approved
5050,2185,35,1/18/17,True,Approved
5051,113,90,4/21/17,False,Approved
5052,2948,5,5/25/17,True,Approved
5053,27,45,7/25/17,False,Approved
5054,2843,10,12/10/17,False,Approved
5055,2433,5,6/23/17,False,Approved
5056,1051,0,7/4/17,False,Approved
5057,2018,77,7/28/17,True,Approved
5058,376,70,4/5/17,False,Approved
5059,3251,0,12/23/17,True,Approved
5060,1826,41,11/20/17,False,Approved
5061,1086,41,12/17/17,False,Approved
5062,1057,94,11/12/17,,Approved
5063,181,85,9/4/17,False,Approved
5064,117,79,9/12/17,True,Approved
5065,3399,0,6/14/17,False,Approved
5066,430,54,5/3/17,True,Approved
5067,153,13,1/8/17,True,Approved
5068,3282,36,1/14/17,True,Approved
5069,3017,3,7/7/17,False,Approved
5070,2542,79,6/2/17,True,Approved
5071,1295,82,3/29/17,True,Approved
5072,2069,26,11/9/17,False,Approved
5073,2880,17,12/12/17,True,Approved
5074,2213,38,2/13/17,False,Approved
5075,3219,91,8/6/17,False,Approved
5076,627,10,9/3/17,False,Approved
5077,2389,66,12/22/17,True,Approved
5078,1547,58,9/1/17,True,Approved
5079,871,19,10/27/17,True,Approved
5080,47,55,1/17/17,False,Approved
5081,1853,7,10/2/17,True,Approved
5082,649,66,5/21/17,False,Approved
5083,16,94,5/10/17,False,Approved
5084,1991,57,11/20/17,False,Approved
5085,111,6,8/5/17,False,Approved
5086,352,39,6/3/17,True,Approved
5087,1257,7,3/1/17,False,Approved
5088,653,6,6/1/17,True,Approved
5089,2753,39,2/19/17,False,Approved
5090,3493,76,6/29/17,True,Approved
5091,173,42,3/25/17,False,Approved
5092,2191,48,6/28/17,False,Approved
5093,539,0,11/24/17,False,Approved
5094,3338,6,9/20/17,False,Approved
5095,2126,81,3/22/17,False,Approved
5096,233,40,2/8/17,False,Approved
5097,2642,74,12/10/17,False,Approved
5098,1309,36,2/23/17,True,Approved
5099,150,62,4/1/17,False,Approved
5100,2526,15,9/5/17,True,Approved
5101,1850,0,6/29/17,False,Approved
5102,165,3,9/19/17,True,Approved
5103,1649,69,6/8/17,True,Cancelled
5104,3206,11,10/16/17,True,Approved
5105,2845,42,4/9/17,False,Approved
5106,333,48,4/10/17,True,Approved
5107,648,92,8/29/17,False,Approved
5108,414,61,11/13/17,True,Approved
5109,381,70,5/7/17,True,Approved
5110,2038,12,12/3/17,True,Approved
5111,1199,86,5/27/17,True,Approved
5112,665,45,3/25/17,True,Approved
5113,3388,36,9/17/17,True,Approved
5114,1233,58,12/16/17,False,Approved
5115,793,54,6/10/17,True,Approved
5116,987,34,4/20/17,True,Approved
5117,1967,55,1/25/17,True,Approved
5118,3331,59,11/24/17,True,Approved
5119,39,40,2/7/17,True,Approved
5120,104,55,7/14/17,True,Approved
5121,1008,1,8/22/17,False,Approved
5122,2019,4,9/17/17,False,Approved
5123,1586,89,4/14/17,True,Approved
5124,1627,85,5/13/17,False,Approved
5125,645,45,8/19/17,False,Approved
5126,1048,39,4/3/17,True,Cancelled
5127,2723,36,2/2/17,False,Approved
5128,2861,4,2/17/17,False,Approved
5129,1157,29,8/4/17,True,Approved
5130,348,76,3/13/17,True,Approved
5131,1254,22,1/23/17,False,Approved
5132,3216,85,12/15/17,False,Approved
5133,198,10,6/2/17,True,Approved
5134,1128,73,10/27/17,True,Approved
5135,2655,57,6/17/17,False,Approved
5136,2398,69,5/2/17,False,Approved
5137,2442,45,4/30/17,False,Approved
5138,1762,14,1/11/17,False,Approved
5139,353,89,11/14/17,True,Approved
5140,1443,81,8/4/17,True,Approved
5141,157,50,8/17/17,False,Approved
5142,971,92,4/18/17,False,Approved
5143,515,11,3/19/17,True,Approved
5144,2795,70,5/6/17,True,Approved
5145,1491,13,7/23/17,True,Approved
5146,2259,7,5/24/17,True,Approved
5147,574,35,3/20/17,True,Approved
5148,1483,78,4/20/17,False,Approved
5149,1533,44,1/29/17,True,Approved
5150,101,93,3/23/17,True,Approved
5151,2260,58,11/17/17,False,Approved
5152,1984,57,11/12/17,False,Approved
5153,1518,11,8/10/17,False,Approved
5154,138,10,7/25/17,False,Approved
5155,2187,39,2/14/17,True,Approved
5156,3191,19,10/24/17,False,Approved
5157,1,47,5/11/17,True,Approved
5158,1750,46,9/29/17,False,Approved
5159,1418,0,6/1/17,False,Approved
5160,3275,7,3/5/17,False,Approved
5161,202,5,6/25/17,False,Approved
5162,2336,4,6/11/17,True,Approved
5163,397,31,2/3/17,True,Approved
5164,344,27,12/22/17,True,Approved
5165,3240,1,11/22/17,True,Cancelled
5166,1368,10,11/1/17,True,Approved
5167,1259,59,8/24/17,True,Approved
5168,580,36,1/2/17,True,Approved
5169,729,81,12/1/17,False,Approved
5170,1992,37,1/23/17,True,Approved
5171,1760,58,7/9/17,False,Approved
5172,2211,90,4/15/17,True,Approved
5173,2272,13,5/30/17,False,Approved
5174,2191,10,4/11/17,True,Approved
5175,1479,93,3/23/17,False,Cancelled
5176,2461,89,5/11/17,True,Approved
5177,397,53,5/1/17,True,Approved
5178,396,0,3/1/17,False,Approved
5179,1601,67,4/12/17,True,Approved
5180,1353,74,11/27/17,False,Approved
5181,2359,9,1/11/17,True,Approved
5182,1884,58,2/25/17,False,Approved
5183,847,84,1/6/17,False,Approved
5184,3291,81,7/16/17,True,Approved
5185,2631,47,12/3/17,False,Approved
5186,1795,89,12/27/17,False,Approved
5187,1859,0,5/21/17,True,Approved
5188,1217,35,6/26/17,False,Approved
5189,1588,95,11/18/17,True,Approved
5190,855,14,9/17/17,True,Approved
5191,986,97,7/23/17,True,Approved
5192,1589,15,9/12/17,True,Approved
5193,1844,7,11/19/17,False,Approved
5194,2495,36,11/29/17,True,Approved
5195,1083,18,4/8/17,False,Approved
5196,1150,57,4/19/17,True,Approved
5197,2697,87,9/21/17,True,Approved
5198,2937,11,10/16/17,True,Approved
5199,1013,43,6/9/17,True,Approved
5200,1663,43,11/14/17,True,Approved
5201,2132,13,11/29/17,True,Approved
5202,1198,95,9/21/17,False,Approved
5203,2808,54,7/3/17,True,Approved
5204,812,15,1/30/17,True,Approved
5205,2459,95,7/6/17,False,Approved
5206,2830,85,5/14/17,False,Approved
5207,531,0,3/2/17,True,Approved
5208,2577,79,2/25/17,True,Approved
5209,2283,19,6/13/17,True,Approved
5210,3450,44,1/11/17,True,Approved
5211,1007,24,4/20/17,False,Approved
5212,2653,70,12/18/17,True,Approved
5213,94,1,11/27/17,False,Approved
5214,82,0,3/30/17,True,Approved
5215,473,73,1/19/17,False,Approved
5216,1506,46,7/4/17,False,Approved
5217,749,81,5/29/17,False,Approved
5218,2237,45,2/24/17,False,Approved
5219,782,20,2/22/17,False,Cancelled
5220,1630,58,12/7/17,True,Approved
5221,91,2,4/13/17,True,Approved
5222,2331,61,12/11/17,True,Approved
5223,2565,78,3/24/17,False,Approved
5224,3324,20,11/15/17,True,Approved
5225,2250,80,8/28/17,False,Approved
5226,2801,61,10/28/17,True,Approved
5227,1733,72,11/7/17,True,Approved
5228,1121,33,12/23/17,True,Approved
5229,772,65,3/18/17,True,Approved
5230,1972,5,3/19/17,True,Approved
5231,2381,12,12/1/17,True,Approved
5232,3137,38,1/16/17,True,Approved
5233,1078,92,11/6/17,True,Approved
5234,2684,3,2/27/17,True,Approved
5235,2618,70,11/6/17,False,Approved
5236,2463,37,9/29/17,True,Approved
5237,3285,67,5/9/17,True,Approved
5238,3470,24,11/2/17,False,Approved
5239,1890,24,10/1/17,True,Approved
5240,102,86,3/27/17,True,Approved
5241,3421,58,2/13/17,False,Approved
5242,2798,56,7/17/17,True,Approved
5243,1392,55,9/14/17,True,Approved
5244,2546,0,12/11/17,True,Approved
5245,499,32,7/25/17,True,Approved
5246,2775,77,6/22/17,False,Approved
5247,685,65,9/19/17,False,Approved
5248,2023,91,12/17/17,False,Approved
5249,55,35,2/4/17,True,Approved
5250,578,18,6/14/17,True,Approved
5251,665,63,1/2/17,False,Approved
5252,1236,15,11/19/17,False,Approved
5253,374,64,2/25/17,False,Approved
5254,2740,1,10/5/17,True,Approved
5255,1299,77,9/25/17,True,Approved
5256,491,66,10/6/17,False,Approved
5257,2676,14,12/25/17,True,Approved
5258,2542,74,5/29/17,False,Approved
5259,612,59,10/4/17,True,Approved
5260,673,50,8/18/17,False,Approved
5261,3322,0,12/28/17,False,Approved
5262,3036,65,7/27/17,True,Approved
5263,496,2,6/26/17,True,Approved
5264,2659,0,10/28/17,False,Approved
5265,1449,80,10/20/17,False,Approved
5266,2725,91,7/2/17,False,Approved
5267,1172,0,10/5/17,False,Approved
5268,247,10,2/26/17,False,Approved
5269,172,38,7/9/17,False,Approved
5270,273,99,12/2/17,True,Approved
5271,1280,13,2/25/17,True,Approved
5272,2848,12,12/17/17,False,Approved
5273,2399,49,11/22/17,False,Approved
5274,909,79,5/31/17,True,Approved
5275,719,53,12/3/17,True,Approved
5276,1043,46,7/29/17,False,Cancelled
5277,1205,38,10/23/17,False,Approved
5278,482,45,3/23/17,True,Approved
5279,3371,11,2/23/17,False,Approved
5280,2055,62,4/16/17,False,Approved
5281,515,34,1/10/17,False,Approved
5282,2439,20,1/15/17,True,Approved
5283,3038,0,2/8/17,False,Approved
5284,1335,23,4/22/17,False,Approved
5285,692,81,8/27/17,False,Approved
5286,3018,19,6/12/17,True,Approved
5287,1534,65,7/13/17,False,Approved
5288,750,49,10/12/17,True,Approved
5289,2801,55,12/8/17,False,Approved
5290,3217,31,3/8/17,True,Approved
5291,2138,0,11/17/17,True,Approved
5292,3161,69,10/8/17,False,Approved
5293,2884,86,3/12/17,True,Approved
5294,1332,14,10/1/17,False,Approved
5295,3002,77,9/15/17,False,Approved
5296,325,43,5/18/17,False,Approved
5297,104,28,6/17/17,False,Approved
5298,1651,29,1/21/17,False,Approved
5299,266,29,3/10/17,True,Approved
5300,1077,16,8/17/17,False,Approved
5301,1603,42,2/16/17,True,Approved
5302,2088,33,3/14/17,False,Approved
5303,3223,12,11/25/17,True,Approved
5304,1953,34,4/28/17,True,Approved
5305,3132,12,12/7/17,False,Approved
5306,3209,87,12/21/17,False,Approved
5307,1558,34,5/4/17,False,Approved
5308,1775,27,8/1/17,False,Approved
5309,2946,81,11/13/17,True,Approved
5310,404,73,4/18/17,False,Approved
5311,2894,4,8/28/17,False,Approved
5312,1826,0,9/30/17,True,Approved
5313,2770,86,1/31/17,True,Approved
5314,2184,27,9/14/17,False,Approved
5315,820,23,3/27/17,False,Approved
5316,17,78,11/14/17,True,Approved
5317,2411,40,5/21/17,False,Approved
5318,3220,43,11/1/17,False,Approved
5319,2353,78,6/6/17,False,Approved
5320,2539,31,4/15/17,True,Approved
5321,8,3,12/8/17,True,Approved
5322,2048,0,7/12/17,True,Approved
5323,3010,11,1/1/17,False,Cancelled
5324,2429,58,5/19/17,True,Approved
5325,1286,6,7/17/17,False,Approved
5326,1304,0,9/30/17,True,Approved
5327,1182,9,12/25/17,False,Approved
5328,1349,55,11/17/17,True,Approved
5329,3220,57,11/20/17,False,Approved
5330,536,3,11/12/17,False,Approved
5331,1107,0,9/28/17,False,Approved
5332,506,34,3/23/17,True,Approved
5333,1220,93,1/17/17,False,Approved
5334,576,48,10/26/17,True,Approved
5335,2609,33,2/23/17,False,Approved
5336,410,83,12/24/17,True,Approved
5337,2124,46,11/3/17,True,Approved
5338,614,7,7/8/17,False,Approved
5339,102,59,4/22/17,True,Approved
5340,3421,71,12/2/17,True,Approved
5341,2005,23,3/29/17,True,Approved
5342,2557,37,8/25/17,False,Approved
5343,772,37,7/11/17,False,Cancelled
5344,146,14,5/24/17,False,Approved
5345,644,97,7/26/17,False,Approved
5346,2017,40,12/18/17,False,Approved
5347,172,60,6/17/17,False,Approved
5348,1920,72,10/22/17,True,Approved
5349,711,2,1/2/17,True,Approved
5350,2728,100,8/17/17,False,Approved
5351,769,53,1/1/17,True,Approved
5352,2659,72,1/23/17,True,Approved
5353,3367,97,10/9/17,True,Approved
5354,1383,22,4/19/17,,Approved
5355,2127,6,11/14/17,False,Approved
5356,1885,0,5/12/17,True,Approved
5357,2747,13,12/16/17,False,Approved
5358,568,86,9/30/17,False,Approved
5359,614,41,12/12/17,True,Approved
5360,3309,7,12/6/17,False,Approved
5361,3205,45,1/7/17,True,Approved
5362,2750,92,1/19/17,True,Approved
5363,1372,16,6/18/17,True,Approved
5364,1299,32,9/12/17,False,Approved
5365,2033,9,6/13/17,False,Approved
5366,2490,16,10/7/17,False,Approved
5367,987,74,11/26/17,True,Approved
5368,2880,76,10/28/17,False,Approved
5369,2208,55,5/17/17,True,Approved
5370,3344,86,12/20/17,True,Approved
5371,3011,6,11/25/17,True,Approved
5372,2502,45,10/7/17,False,Approved
5373,3471,62,2/24/17,False,Approved
5374,2270,71,1/10/17,True,Approved
5375,1045,36,9/8/17,True,Approved
5376,653,67,9/30/17,True,Approved
5377,2357,62,11/20/17,False,Approved
5378,2888,92,12/1/17,True,Approved
5379,822,25,2/5/17,False,Approved
5380,1076,53,1/13/17,True,Approved
5381,2597,28,3/20/17,False,Approved
5382,1704,9,2/27/17,True,Approved
5383,2847,40,3/10/17,False,Approved
5384,2218,39,12/9/17,True,Approved
5385,1796,0,1/4/17,False,Approved
5386,2010,35,11/26/17,False,Approved
5387,1855,59,12/8/17,True,Approved
5388,3280,37,3/11/17,False,Approved
5389,780,20,10/3/17,False,Approved
5390,1941,70,4/14/17,True,Approved
5391,2251,6,9/21/17,True,Approved
5392,2783,86,7/6/17,False,Approved
5393,2587,66,7/30/17,False,Approved
5394,1402,56,2/14/17,True,Approved
5395,593,53,8/13/17,True,Approved
5396,1953,0,5/3/17,True,Approved
5397,2977,87,12/21/17,True,Approved
5398,1563,25,5/4/17,True,Approved
5399,2959,1,8/3/17,False,Approved
5400,3239,27,2/27/17,True,Approved
5401,1936,8,7/13/17,False,Approved
5402,3450,32,1/13/17,True,Approved
5403,3108,44,11/7/17,False,Approved
5404,3443,77,7/28/17,False,Approved
5405,183,32,6/7/17,True,Approved
5406,1962,53,9/28/17,True,Approved
5407,2024,70,10/6/17,True,Approved
5408,506,36,8/14/17,False,Approved
5409,1229,45,10/6/17,True,Approved
5410,2741,34,10/12/17,False,Cancelled
5411,2966,50,4/3/17,False,Approved
5412,2829,40,6/4/17,False,Approved
5413,1578,66,3/9/17,False,Approved
5414,459,81,11/16/17,True,Approved
5415,33,44,11/22/17,False,Approved
5416,1700,0,11/16/17,,Approved
5417,607,61,4/6/17,True,Approved
5418,2156,42,6/14/17,True,Approved
5419,2436,27,4/27/17,True,Approved
5420,1497,38,6/26/17,False,Approved
5421,1181,49,11/13/17,True,Approved
5422,139,62,2/9/17,False,Approved
5423,2405,53,2/17/17,False,Approved
5424,238,87,3/22/17,True,Approved
5425,504,29,7/8/17,True,Approved
5426,1461,46,9/26/17,True,Approved
5427,2343,15,10/29/17,False,Approved
5428,671,23,10/29/17,True,Approved
5429,1845,52,2/8/17,False,Approved
5430,2331,41,3/22/17,False,Approved
5431,2230,96,6/22/17,False,Approved
5432,975,27,2/9/17,False,Approved
5433,3358,46,4/7/17,True,Approved
5434,1140,40,1/21/17,,Approved
5435,3405,95,3/7/17,False,Approved
5436,531,74,4/20/17,False,Approved
5437,3334,9,10/18/17,True,Approved
5438,200,31,11/2/17,False,Approved
5439,171,83,1/8/17,True,Approved
5440,1516,88,10/15/17,True,Approved
5441,2803,13,11/30/17,True,Approved
5442,2391,72,9/21/17,True,Approved
5443,1760,35,12/18/17,False,Approved
5444,1831,90,6/12/17,False,Approved
5445,2491,82,4/17/17,False,Approved
5446,1988,33,4/12/17,True,Approved
5447,3275,19,12/26/17,True,Approved
5448,2258,34,9/21/17,True,Approved
5449,2706,52,7/14/17,True,Approved
5450,3051,83,1/31/17,False,Approved
5451,3158,10,1/6/17,True,Approved
5452,531,43,10/30/17,False,Approved
5453,896,20,11/22/17,True,Approved
5454,2714,32,6/29/17,True,Approved
5455,1455,21,3/25/17,,Approved
5456,3274,1,11/30/17,False,Approved
5457,3302,18,10/16/17,True,Approved
5458,1197,80,2/12/17,False,Approved
5459,3147,92,12/27/17,True,Approved
5460,1732,39,5/23/17,False,Approved
5461,1726,0,12/21/17,,Cancelled
5462,790,43,5/26/17,True,Approved
5463,2052,59,1/29/17,True,Approved
5464,1993,35,7/18/17,True,Approved
5465,941,3,3/2/17,False,Approved
5466,2376,85,8/17/17,True,Approved
5467,2626,85,6/5/17,True,Approved
5468,1797,25,6/1/17,False,Approved
5469,1110,100,12/13/17,True,Approved
5470,3193,13,9/20/17,True,Approved
5471,469,53,9/20/17,False,Approved
5472,2292,76,9/12/17,True,Approved
5473,1315,90,9/13/17,False,Approved
5474,1239,71,5/1/17,False,Approved
5475,2656,64,6/3/17,False,Approved
5476,634,68,11/29/17,,Approved
5477,1355,48,10/10/17,False,Approved
5478,3479,90,6/9/17,False,Approved
5479,3187,90,10/3/17,False,Approved
5480,2018,59,9/17/17,True,Approved
5481,2983,3,7/26/17,False,Approved
5482,2609,93,4/22/17,True,Approved
5483,283,54,9/30/17,True,Approved
5484,845,36,4/25/17,False,Approved
5485,1115,9,12/28/17,False,Approved
5486,682,84,5/25/17,False,Approved
5487,856,99,9/15/17,False,Approved
5488,666,90,11/19/17,False,Approved
5489,1903,23,7/19/17,False,Approved
5490,249,0,9/14/17,True,Approved
5491,2286,67,10/21/17,True,Approved
5492,2993,94,12/21/17,True,Approved
5493,421,94,5/21/17,True,Approved
5494,3199,57,12/17/17,False,Approved
5495,3116,96,9/23/17,False,Approved
5496,1214,0,12/7/17,False,Approved
5497,2768,58,10/8/17,True,Approved
5498,3327,12,7/19/17,False,Approved
5499,2995,44,1/28/17,False,Approved
5500,3337,47,5/29/17,True,Approved
5501,3032,77,4/19/17,True,Approved
5502,3337,68,3/11/17,True,Approved
5503,902,84,11/18/17,True,Approved
5504,1782,87,5/21/17,False,Approved
5505,3259,0,5/1/17,False,Approved
5506,2082,70,12/5/17,False,Approved
5507,1770,30,5/30/17,True,Approved
5508,2990,31,5/24/17,True,Approved
5509,3407,77,2/15/17,False,Approved
5510,791,88,2/22/17,False,Approved
5511,1727,13,6/9/17,False,Approved
5512,1028,79,2/16/17,True,Approved
5513,1919,9,2/1/17,True,Approved
5514,833,61,7/19/17,False,Approved
5515,3384,6,3/9/17,True,Approved
5516,639,99,2/16/17,False,Approved
5517,2698,18,2/1/17,True,Approved
5518,2325,41,1/17/17,True,Approved
5519,354,39,8/23/17,True,Approved
5520,2826,54,12/19/17,False,Approved
5521,3359,84,4/21/17,True,Approved
5522,1219,89,12/26/17,True,Approved
5523,1591,25,2/14/17,True,Approved
5524,2718,79,4/30/17,False,Approved
5525,2190,82,4/26/17,False,Approved
5526,242,80,8/20/17,True,Approved
5527,2497,26,4/24/17,False,Approved
5528,652,19,10/28/17,True,Approved
5529,655,34,11/9/17,False,Approved
5530,2982,57,1/10/17,False,Approved
5531,1069,60,1/27/17,True,Approved
5532,2798,0,6/29/17,False,Approved
5533,2791,83,5/16/17,False,Approved
5534,1967,37,12/6/17,False,Approved
5535,479,96,5/31/17,True,Approved
5536,2744,72,8/27/17,False,Approved
5537,3231,19,4/5/17,True,Approved
5538,2593,92,3/14/17,False,Approved
5539,1928,91,11/26/17,False,Approved
5540,1804,64,8/5/17,False,Approved
5541,898,62,6/8/17,True,Approved
5542,91,11,7/28/17,False,Approved
5543,849,31,12/3/17,True,Approved
5544,2177,39,9/23/17,False,Approved
5545,1629,87,7/30/17,False,Approved
5546,1404,45,7/27/17,False,Approved
5547,3234,87,3/31/17,True,Approved
5548,2530,48,9/21/17,True,Approved
5549,3188,84,8/9/17,False,Approved
5550,2390,83,2/5/17,False,Approved
5551,2912,45,9/13/17,False,Approved
5552,2674,79,1/19/17,True,Approved
5553,692,19,11/10/17,False,Approved
5554,953,78,5/14/17,False,Approved
5555,637,52,8/15/17,True,Approved
